filename,instance,Positive Prewords,Negative Prewords,Contain Negative,len of char,All capatalized,len of words,including digit,labels
84.txt,burgeoning dining,0,0,-2,17,0,2,0,0
84.txt,Black Market,0,0,0,12,1,2,0,1
85.txt,restaurant,0,0,0,10,0,1,0,0
85.txt,Gracias Madre,0,0,0,13,1,2,0,1
85.txt,Gracias Madre,0,0,0,13,1,2,0,1
85.txt,necessity,0,0,0,9,0,1,0,0
86.txt,Cadet,1,0,0,5,1,1,0,1
86.txt,lists,0,0,0,5,0,1,0,0
86.txt,Cadet,0,0,0,5,1,1,0,1
86.txt,Tar&Roses,0,0,0,9,1,1,1,1
86.txt,baffling,0,0,-2,8,0,1,0,0
87.txt,Fishing With Dynamite,0,0,-2,21,1,3,0,1
87.txt,Love and Salt,0,0,0,13,0,3,0,1
87.txt,Love and Salt,0,0,0,13,0,3,0,1
87.txt,sooooooo,0,0,0,8,0,1,0,0
87.txt,top 15,0,0,0,6,0,2,1,0
88.txt,Very nice list,0,0,0,14,0,3,0,0
88.txt,New York,0,-2,0,8,1,2,0,0
88.txt,European cities,0,0,0,15,0,2,0,0
88.txt,Columbus Day holiday,0,0,0,20,0,3,0,0
88.txt,Zarate,0,0,0,6,1,1,0,1
88.txt,Lincoln Blvd,0,-2,-2,12,1,2,0,0
88.txt,La Paella,1,0,0,9,1,2,0,1
88.txt,Burton Way,0,-2,-2,10,1,2,0,0
89.txt,Jun Won,0,0,-2,7,1,2,0,1
89.txt,Canele,0,0,0,6,1,1,0,1
89.txt,Canele,0,0,0,6,1,1,0,1
89.txt,Chunju Hanilkwan,0,0,0,16,1,2,0,1
89.txt,Jun Won,0,0,-2,7,1,2,0,1
89.txt,Jun Won,0,0,-2,7,1,2,0,1
89.txt,dishes,0,0,0,6,0,1,0,0
89.txt,Jun Won,1,0,-2,7,1,2,0,1
89.txt,these restaurants,0,0,0,17,0,2,0,0
89.txt,Borneo Kalimantan,1,0,0,17,1,2,0,1
89.txt,Lu¡¯s Garden,0,0,0,12,1,2,1,1
89.txt,India¡¯s Flavor,0,0,0,15,1,2,1,1
89.txt,LA,0,0,-2,2,1,1,0,0
90.txt,Jun Won,0,-2,-2,7,1,2,0,1
90.txt,Koreatown,0,-2,0,9,1,1,0,0
90.txt,Szechuan Impression,0,0,-2,19,1,2,0,1
90.txt,Chengdu Taste's hegemony,0,0,-2,24,0,3,1,0
90.txt,Chi Spacca,0,0,0,10,1,2,0,1
90.txt,Salazar,0,-2,0,7,1,1,0,1
90.txt,Black Market Liquor Bar,0,0,0,23,1,4,0,1
90.txt,brick & mortar,0,-2,0,14,0,3,1,0
91.txt,David Schlosser,0,-2,0,15,1,2,0,0
91.txt,Shibumi,1,0,0,7,1,1,0,1
91.txt,Shibumi,0,0,0,7,1,1,0,1
91.txt,Shibumi,0,0,0,7,1,1,0,1
91.txt,Grilled pork,0,0,0,12,0,2,0,0
91.txt,Shibumi,0,0,0,7,1,1,0,1
92.txt,Gwen,0,0,0,4,1,1,0,1
92.txt,Curtis Stone,0,-2,-2,12,1,2,0,0
92.txt,Luke Stone,0,0,-2,10,1,2,0,0
92.txt,meat importer,0,0,0,13,0,2,0,0
92.txt,Maude,1,-2,0,5,1,1,0,1
92.txt,Gwen,0,0,0,4,1,1,0,1
92.txt,Maude,0,0,0,5,1,1,0,1
92.txt,Gwen,0,0,0,4,1,1,0,1
93.txt,recent project,0,0,0,14,0,2,0,0
93.txt,Red Medicine,0,0,-2,12,1,2,0,1
93.txt,Red Medicine,0,0,-2,12,1,2,0,1
93.txt,Destroyer,0,0,0,9,1,1,0,1
93.txt,Red Medicine,0,0,-2,12,1,2,0,1
93.txt,Destroyer,0,-2,0,9,1,1,0,1
93.txt,Cauliflower,0,0,0,11,1,1,0,0
94.txt,Here's Looking at You,0,0,-2,21,0,4,1,1
94.txt,compelling places,0,0,-2,17,0,2,0,0
94.txt,in Koreatown,1,0,-2,12,0,2,0,0
94.txt,Animal,0,0,0,6,1,1,0,1
94.txt,Animal,1,0,0,6,1,1,0,1
94.txt,Here's Looking at You,0,0,-2,21,0,4,1,1
94.txt,Ca?a Rum Bar,0,0,0,12,1,3,1,1
94.txt,Animal,1,0,0,6,1,1,0,1
94.txt,Animal's,0,0,0,8,1,1,1,1
94.txt,Animal,1,0,0,6,1,1,0,1
94.txt,Here's Looking at You,0,0,-2,21,0,4,1,1
95.txt,Erven,1,0,0,5,1,1,0,1
95.txt,Saint Martha,0,0,-2,12,1,2,0,1
95.txt,Erven,0,0,0,5,1,1,0,1
95.txt,Erven's,0,0,0,7,1,1,1,1
95.txt,Erven,0,0,0,5,1,1,0,1
95.txt,pastries and juices,1,0,0,19,0,3,0,0
95.txt,salads,0,0,0,6,0,1,0,0
96.txt,71Above,0,0,0,7,0,1,1,1
96.txt,Los Angeles,0,0,-2,11,1,2,0,0
96.txt,71Above,1,0,0,7,0,1,1,1
96.txt,71Above,1,0,0,7,0,1,1,1
96.txt,71Above,0,0,0,7,0,1,1,1
97.txt,Kali,1,0,0,4,1,1,0,1
97.txt,Patina,0,0,-2,6,1,1,0,1
97.txt,Kevin Meehan,0,-2,-2,12,1,2,0,0
97.txt,Kali,1,0,0,4,1,1,0,1
97.txt,California,0,-2,0,10,1,1,0,0
97.txt,Kali's,0,-2,0,6,1,1,1,1
98.txt,Howlin Ray's,0,0,-2,12,1,2,1,1
98.txt,truck¨Cturned¨Cbrick-and-mortar,0,0,0,31,0,1,1,0
98.txt,Howlin Ray's,0,0,-2,12,1,2,1,1
98.txt,hot chicken,1,0,0,11,0,2,0,0
98.txt,Howlin Ray's,0,0,-2,12,1,2,1,1
98.txt,Howlin Ray's,0,0,-2,12,1,2,1,1
99.txt,L.A.'s,0,-2,-2,6,1,1,1,0
99.txt,Lalibela,1,0,0,8,1,1,0,1
99.txt,Lalibela,0,0,0,8,1,1,0,1
99.txt,poached chicken,0,0,0,15,0,2,0,0
99.txt,Lalibela,0,0,0,8,1,1,0,1
100.txt,Kali,1,0,0,4,1,1,0,1
100.txt,Patina,0,0,-2,6,1,1,0,1
100.txt,Kevin Meehan,0,-2,-2,12,1,2,0,0
100.txt,Kali,1,0,0,4,1,1,0,1
100.txt,California,0,-2,0,10,1,1,0,0
100.txt,Kali's,0,-2,0,6,1,1,1,1
101.txt,L.A,1,0,0,3,1,1,1,0
101.txt,Officine Brera,0,0,-2,14,1,2,0,1
101.txt,INSIDE DISH,0,0,0,11,1,2,0,0
101.txt,February,0,-2,0,8,1,1,0,0
102.txt,QUICK PITCH,0,0,0,11,1,2,0,0
102.txt,Atwater Village,0,-2,0,15,1,2,0,0
102.txt,Salazarâ€™s,0,0,0,11,1,1,1,1
102.txt,Aaron Melendrez,0,-2,-2,15,1,2,0,1
102.txt,The Normandie Club,1,0,0,18,1,3,0,1
102.txt,INSIDE DISH,0,0,0,11,1,2,0,0
103.txt,Tsubaki,0,0,0,7,1,1,0,1
103.txt,LA,0,-2,-2,2,1,1,0,0
103.txt,Tsubaki,0,0,0,7,1,1,0,1
103.txt,the trout,0,-2,0,9,0,2,0,0
103.txt,shochu,0,-2,0,6,0,1,0,1
103.txt,Tsubaki,0,0,0,7,1,1,0,1
104.txt,Hollywood Blvd,0,0,-2,14,1,2,0,1
104.txt,Kismet,0,0,0,6,1,1,0,1
104.txt,Tsubaki,0,0,0,7,1,1,0,1
104.txt,Middle Eastern,0,0,0,14,1,2,0,0
105.txt,Pasadena,1,0,0,8,1,1,0,1
105.txt,Mexican,0,0,0,7,1,1,0,0
105.txt,Maestro,0,0,0,7,1,1,0,1
105.txt,Maestro,0,0,0,7,1,1,0,1
106.txt,Mar Vista,0,0,0,9,1,2,0,1
106.txt,Mar Vista,0,0,0,9,1,2,0,1
106.txt,Mar Vistenos,0,0,0,12,1,2,0,0
106.txt,Mar Vista,0,0,0,9,1,2,0,1
107.txt,Silver Lakeâ€™s,0,0,0,15,1,2,1,0
107.txt,Wolfdown,0,0,0,8,1,1,0,1
107.txt,old bungalow,0,0,0,12,0,2,0,0
107.txt,Wolfdown,0,0,0,8,1,1,0,1
107.txt,Wolfdown,0,0,0,8,1,1,0,1
108.txt,Tatsu,1,0,0,5,1,1,0,1
108.txt,EAK,0,0,0,3,1,1,0,1
108.txt,EAK,0,0,0,3,1,1,0,1
109.txt,Destroyer,0,0,0,9,1,1,0,1
109.txt,Destroyer,0,0,0,9,1,1,0,1
109.txt,Destroyer,0,0,0,9,1,1,0,1
110.txt,Highland Park,0,-2,0,13,1,2,0,0
110.txt,Cafe Birdie,0,-2,0,11,1,2,0,1
110.txt,Cafe Birdie,0,0,0,11,1,2,0,1
110.txt,Cafe Birdie,0,-2,0,11,1,2,0,1
111.txt,Something,0,0,-2,9,1,1,0,0
111.txt,Salazar,0,0,0,7,1,1,0,1
111.txt,Frogtown,0,-2,0,8,1,1,0,0
111.txt,LA,0,0,-2,2,1,1,0,0
111.txt,Salazar,0,0,0,7,1,1,0,1
111.txt,Salazar,0,0,0,7,1,1,0,1
112.txt,Once,0,0,0,4,1,1,0,0
112.txt,Providence,0,-2,0,10,1,1,0,1
112.txt,Michael Cimarusti,0,0,0,17,1,2,0,0
112.txt,Providence,0,0,0,10,1,1,0,1
112.txt,Providence,0,0,0,10,1,1,0,1
113.txt,Taco MarÃ­a,0,0,0,11,1,2,1,1
113.txt,descended,0,0,0,9,0,1,0,0
113.txt,Taco MarÃ­a,0,-2,0,11,1,2,1,1
113.txt,Taco MarÃ­a,0,0,0,11,1,2,1,1
113.txt,restaurant,0,0,0,10,0,1,0,0
114.txt,Kato,0,0,0,4,1,1,0,1
114.txt,Kato,0,-2,0,4,1,1,0,1
114.txt,Kato,0,0,0,4,1,1,0,1
115.txt,Shibumi,0,0,0,7,1,1,0,1
115.txt,Shibumiâ€™s,0,0,0,11,1,1,1,1
115.txt,studied,0,0,0,7,0,1,0,0
115.txt,Shibumi,0,0,0,7,1,1,0,1
115.txt,without,0,0,0,7,0,1,0,0
115.txt,Shibumi,0,0,0,7,1,1,0,1
116.txt,Howlinâ€™ Rayâ€™s,0,0,-2,17,1,2,1,1
116.txt,hot chicken,0,0,0,11,0,2,0,0
116.txt,Howlinâ€™ Rayâ€™s,0,-2,-2,17,1,2,1,1
116.txt,juicy and tender,0,0,0,16,0,3,0,0
116.txt,Howlinâ€™ Rayâ€™s,0,0,-2,17,1,2,1,1
117.txt,Lasa,0,0,0,4,1,1,0,1
117.txt,hidden,0,0,0,6,0,1,0,0
117.txt,Lasa,0,0,0,4,1,1,0,1
117.txt,prix-fixe,0,0,0,9,0,1,1,0
117.txt,Lasa,0,0,0,4,1,1,0,1
118.txt,Erven,0,0,0,5,1,1,0,1
118.txt,Erven,0,0,0,5,1,1,0,1
118.txt,setting,0,0,-2,7,0,1,0,0
118.txt,Erven,0,0,0,5,1,1,0,1
118.txt,sauerkraut,0,0,0,10,0,1,0,0
118.txt,Erven,0,0,0,5,1,1,0,1
118.txt,Erven,0,0,0,5,1,1,0,1
119.txt,Catch,0,0,0,5,1,1,0,1
119.txt,become,0,0,0,6,0,1,0,0
119.txt,past,0,0,0,4,0,1,0,0
119.txt,paparazzi,0,0,0,9,0,1,0,0
119.txt,The truffle sashimi,0,0,0,19,0,3,0,1
119.txt,Catchâ€™s,0,0,0,9,1,1,1,1
119.txt,Catch,0,0,0,5,1,1,0,1
120.txt,Wolf,0,-2,0,4,1,1,0,1
120.txt,another standout,0,0,0,16,0,2,0,0
120.txt,while,0,-2,0,5,0,1,0,0
120.txt,Wolf,0,-2,0,4,1,1,0,1
120.txt,Wolf,0,0,0,4,1,1,0,1
121.txt,CafÃ© Birdie,0,0,0,12,1,2,1,1
121.txt,CafÃ© Birdie,0,0,0,12,1,2,1,1
121.txt,occasional,0,0,-2,10,0,1,0,0
121.txt,never,0,0,0,5,0,1,0,0
121.txt,CafÃ© Birdie,0,0,0,12,1,2,1,1
121.txt,CafÃ© Birdie,0,0,0,12,1,2,1,1
122.txt,serves,1,0,0,6,0,1,0,0
122.txt,brutish,0,0,0,7,0,1,0,0
122.txt,The Mar Vista,1,0,0,13,1,3,0,1
122.txt,Maestro,0,0,0,7,1,1,0,1
123.txt,Officine Brera,0,0,-2,14,1,2,0,1
123.txt,countryside,0,0,0,11,0,1,0,0
123.txt,Officine Brera,0,0,-2,14,1,2,0,1
123.txt,Officine Brera,0,-2,-2,14,1,2,0,1
123.txt,traffic-diverting,0,0,-2,17,0,1,1,0
124.txt,Salazarâ€™s,0,0,0,11,1,1,1,1
124.txt,Aaron Melendrez,0,-2,-2,15,1,2,0,1
124.txt,The Normandie Club,1,0,0,18,1,3,0,1
124.txt,Modernica,0,-2,0,9,1,1,0,1
124.txt,industry,0,0,-2,8,0,1,0,0
124.txt,Salazar,0,0,0,7,1,1,0,1
125.txt,Erven,0,0,0,5,1,1,0,1
125.txt,sensation,0,0,-2,9,0,1,0,0
125.txt,lime-horseradish,0,0,0,16,0,1,1,0
125.txt,Erven,0,0,0,5,1,1,0,1
125.txt,Erven,0,0,0,5,1,1,0,1
126.txt,house-made,0,0,0,10,0,1,1,0
126.txt,waffles,0,0,0,7,0,1,0,0
126.txt,Red Herring,0,-2,-2,11,1,2,0,1
126.txt,Red Herring,0,0,-2,11,1,2,0,1
127.txt,Gjusta,0,0,0,6,1,1,0,1
127.txt,Gjelina,0,0,-2,7,1,1,0,1
127.txt,nearby,0,-2,0,6,0,1,0,0
127.txt,strictly enforced,0,0,0,17,0,2,0,0
127.txt,Gjelina,0,0,-2,7,1,1,0,1
128.txt,Terra Cotta,0,0,0,11,1,2,0,1
128.txt,Terra Cotta,0,0,0,11,1,2,0,1
128.txt,claim,0,0,0,5,0,1,0,0
128.txt,Terra Cotta,0,0,0,11,1,2,0,1
129.txt,The Mar Vista,0,-2,0,13,1,3,0,1
129.txt,cuisine,0,0,-2,7,0,1,0,0
129.txt,The Mar Vista,0,-2,0,13,1,3,0,1
129.txt,winner,0,0,-2,6,0,1,0,0
129.txt,The Mar Vista,0,0,0,13,1,3,0,1
130.txt,incredibly,0,0,-2,10,0,1,0,0
130.txt,handmade,0,0,0,8,0,1,0,0
130.txt,Bestia,0,-2,0,6,1,1,0,1
130.txt,Bestia,0,0,0,6,1,1,0,1
130.txt,Bestia,0,0,0,6,1,1,0,1
131.txt,successor,1,-2,0,9,0,1,0,0
131.txt,likewise,0,0,0,8,0,1,0,0
131.txt,selection,0,0,-2,9,0,1,0,0
131.txt,Gwen,0,-2,0,4,1,1,0,1
131.txt,Gwen,0,0,0,4,1,1,0,1
131.txt,Maude,0,0,0,5,1,1,0,1
132.txt,Yup dduk La,0,0,0,11,0,3,0,1
132.txt,Yup Dduk La,0,-2,0,11,1,3,0,1
132.txt,goodies,0,0,0,7,0,1,0,0
132.txt,Yup Dduk La,0,0,0,11,1,3,0,1
133.txt,The Morrison,0,0,-2,12,1,2,0,1
133.txt,Glendale,1,0,0,8,1,1,0,1
133.txt,never,0,0,0,5,0,1,0,0
133.txt,visiting,0,0,-2,8,0,1,0,0
133.txt,the Morrison,0,0,-2,12,0,2,0,1
134.txt,Slurpinâ€™ Ramen Bar,0,0,-2,20,1,3,1,1
134.txt,flavorful,0,0,0,9,0,1,0,0
134.txt,Slurpinâ€™ Ramen Bar,0,0,-2,20,1,3,1,1
134.txt,Slurpinâ€™ Ramen Bar,0,0,-2,20,1,3,1,1
135.txt,A Food Affair,0,0,0,13,1,3,0,1
135.txt,dish,0,0,0,4,0,1,0,0
135.txt,A Food Affair,0,-2,0,13,1,3,0,1
135.txt,A Food Affair,0,0,0,13,1,3,0,1
136.txt,Madtro's Steakhouse,0,0,0,19,1,2,1,1
136.txt,place,0,0,0,5,0,1,0,0
136.txt,Mastroâ€™s Steakhouse,0,0,0,21,1,2,1,1
136.txt,Mastro's Steakhouse,0,0,0,19,1,2,1,1
137.txt,Factory Kitchen,0,0,0,15,1,2,0,1
137.txt,wife Sommelier,0,0,0,14,0,2,0,0
137.txt,Factory Kitchen,0,0,0,15,1,2,0,1
137.txt,combining,0,0,-2,9,0,1,0,0
137.txt,Factory Kitchen,0,0,0,15,1,2,0,1
138.txt,Royâ€™s,0,0,0,7,1,1,1,1
138.txt,around,0,-2,0,6,0,1,0,0
138.txt,expertly prepared,0,0,0,17,0,2,0,0
138.txt,Roy's Pasadena,1,0,0,14,1,2,1,1
139.txt,\fonttbl\f0\fnil\fcharset0 HelveticaNeue;,0,0,-2,41,0,2,1,1
139.txt,\colortbl;\red255\green255\blue255;,0,0,0,35,0,1,1,1
139.txt,Villa Blanca\,0,0,0,13,1,2,1,1
139.txt,venue,0,0,0,5,0,1,0,0
139.txt,candlelit,0,0,0,9,0,1,0,0
139.txt,Villa Blanca\,0,0,0,13,1,2,1,1
139.txt,Villa Blanca\,0,0,0,13,1,2,1,1
139.txt,sexy,0,0,0,4,0,1,0,0
139.txt,romantic,0,0,0,8,0,1,0,0
140.txt,Toca Madera,0,0,0,11,1,2,0,1
140.txt,array,0,0,0,5,0,1,0,0
140.txt,Toca Maderaâ€™s,1,0,0,15,1,2,1,1
140.txt,farm-sourced,0,0,0,12,0,1,1,0
140.txt,options,0,0,-2,7,0,1,0,0
140.txt,Toca Madera,0,0,0,11,1,2,0,1
141.txt,Nerano,0,0,0,6,1,1,0,1
141.txt,Nerano,0,0,0,6,1,1,0,1
141.txt,begin,1,0,-2,5,0,1,0,0
141.txt,sleek,0,0,0,5,0,1,0,0
141.txt,Nerano,0,-2,0,6,1,1,0,1
142.txt,Tavern,0,0,0,6,1,1,0,1
142.txt,restaurant,0,0,0,10,0,1,0,0
142.txt,Tavern,0,0,0,6,1,1,0,1
142.txt,features casual,1,0,0,15,0,2,0,0
142.txt,Tavern,0,0,0,6,1,1,0,1
143.txt,71Above,0,0,0,7,0,1,1,1
143.txt,71Above,0,0,0,7,0,1,1,1
143.txt,ocean views,1,-2,0,11,0,2,0,0
143.txt,71 Above,0,-2,0,8,0,2,1,1
143.txt,and baseball,0,0,0,12,0,2,0,0
144.txt,Katsuya Glendale,0,0,0,16,1,2,0,1
144.txt,cuisine experience,0,0,-2,18,0,2,0,0
144.txt,senses,0,0,0,6,0,1,0,0
144.txt,Katsuya Glendale,1,0,0,16,1,2,0,1
145.txt,Katsuya,0,0,0,7,1,1,0,1
145.txt,Katsuya,0,0,0,7,1,1,0,1
145.txt,with Spicy Tuna,0,0,0,15,0,3,0,0
145.txt,Katsuya,0,-2,0,7,1,1,0,1
146.txt,Hummus Bar,0,0,0,10,1,2,0,1
146.txt,Hummus Bar,0,0,0,10,1,2,0,1
146.txt,quality,0,0,0,7,0,1,0,0
146.txt,food,0,0,0,4,0,1,0,0
146.txt,Hummus Bar,0,0,0,10,1,2,0,1
147.txt,Sushi Roku,0,0,0,10,1,2,0,1
147.txt,provided,0,0,0,8,0,1,0,0
147.txt,traditional,1,0,-2,11,0,1,0,0
147.txt,Sushi Roku,0,0,0,10,1,2,0,1
147.txt,Sushi Rokuâ€™s,0,0,0,14,1,2,1,1
148.txt,ROKU,0,0,0,4,1,1,0,1
148.txt,ROKUâ€™s,0,0,0,8,1,1,1,1
148.txt,menu,0,0,0,4,0,1,0,0
148.txt,experiencing,0,0,-2,12,0,1,0,0
148.txt,ROKU,0,0,0,4,1,1,0,1
148.txt,ROKUâ€™s,0,0,0,8,1,1,1,1
148.txt,Roku,0,0,0,4,1,1,0,1
149.txt,Crossings,0,0,-2,9,1,1,0,1
149.txt,Crossings,0,0,-2,9,1,1,0,1
149.txt,structure,0,0,0,9,0,1,0,0
149.txt,between the first,0,0,0,17,0,3,0,0
150.txt,Taste at the Palisades,0,0,0,22,0,4,0,1
150.txt,stones throw,0,0,-2,12,0,2,0,0
150.txt,comfort cuisine,0,0,-2,15,0,2,0,0
150.txt,Taste at the Palisades,0,0,0,22,0,4,0,1
150.txt,Taste at the Palisades,0,0,0,22,0,4,0,1
151.txt,STK,0,0,0,3,1,1,0,1
151.txt,furnished,0,0,0,9,0,1,0,0
151.txt,elevated,0,0,0,8,0,1,0,0
151.txt,STK,0,0,0,3,1,1,0,1
151.txt,STK,0,0,0,3,1,1,0,1
152.txt,Red O,1,0,0,5,1,2,0,1
152.txt,signature Mexican,0,0,0,17,0,2,0,0
152.txt,Red O,0,-2,0,5,1,2,0,1
152.txt,Red Oâ€™s,0,0,0,9,1,2,1,1
152.txt,luxury,0,0,0,6,0,1,0,0
152.txt,Red O,0,0,0,5,1,2,0,1
153.txt,La Dolce Vita,0,0,0,13,1,3,0,1
153.txt,La Dolce Vita,0,0,0,13,1,3,0,1
153.txt,known,0,0,0,5,0,1,0,0
153.txt,for,0,0,0,3,0,1,0,0
153.txt,La Dolce Vita,0,0,0,13,1,3,0,1
153.txt,La Dolce Vita,0,0,0,13,1,3,0,1
154.txt,Gangadin,0,0,-2,8,1,1,0,1
154.txt,Gangadin,0,0,-2,8,1,1,0,1
154.txt,Gangadin,0,0,-2,8,1,1,0,1
154.txt,preservatives,0,0,0,13,0,1,0,0
154.txt,homemade,0,-2,0,8,0,1,0,0
155.txt,Ports Oâ€™ Call,0,0,0,15,1,3,1,1
155.txt,Ports Oâ€™ Call,0,0,0,15,1,3,1,1
155.txt,guests,0,0,0,6,0,1,0,0
155.txt,Ports O Call,0,0,0,12,1,3,0,1
155.txt,skilled,0,0,0,7,0,1,0,0
156.txt,208 Rodeo,0,0,0,9,0,2,1,1
156.txt,casual dining,0,0,-2,13,0,2,0,0
156.txt,208 Rodeo,0,-2,0,9,0,2,1,1
156.txt,relaxing,0,0,-2,8,0,1,0,0
156.txt,208 Rodeo,0,-2,0,9,0,2,1,1
157.txt,CIRCA 55,0,0,0,8,0,2,1,1
157.txt,CIRCA 55,0,0,0,8,0,2,1,1
157.txt,upscale dinner,0,0,-2,14,0,2,0,0
157.txt,pool,0,0,0,4,0,1,0,0
157.txt,CIRCA 55,1,0,0,8,0,2,1,1
158.txt,AVEC NOUS,0,0,0,9,1,2,0,1
158.txt,accompany,0,0,0,9,0,1,0,0
158.txt,service,0,0,0,7,0,1,0,0
158.txt,AVEC NOUS,0,-2,0,9,1,2,0,1
158.txt,AVEC NOUS,0,0,0,9,1,2,0,1
159.txt,Esterel,0,0,0,7,1,1,0,1
159.txt,Estelle,0,0,0,7,1,1,0,1
159.txt,proud,0,0,0,5,0,1,0,0
159.txt,farmed,0,-2,0,6,0,1,0,0
159.txt,Esterel,0,0,0,7,1,1,0,1
160.txt,Mr. C,0,0,0,5,1,2,1,1
160.txt,perfect,0,0,0,7,0,1,0,0
160.txt,Mr.C,0,0,0,4,1,1,1,1
160.txt,and,0,-2,0,3,0,1,0,0
161.txt,Casa Nostra,0,0,0,11,1,2,0,1
161.txt,Pantry CafÃ©,0,0,0,12,1,2,1,1
161.txt,Casa Nostra,0,0,0,11,1,2,0,1
161.txt,rated Italian,0,0,0,13,0,2,0,0
161.txt,blended,0,-2,0,7,0,1,0,0
162.txt,ObicÃ ,0,0,0,6,1,1,1,1
162.txt,from artisan,0,0,-2,12,0,2,0,0
162.txt,ObicÃ ,0,0,0,6,1,1,1,1
162.txt,uncompromisingly,0,0,-2,16,0,1,0,0
162.txt,ObicÃ ,1,0,0,6,1,1,1,1
163.txt,POP Champagne Bar & Restaurant,0,0,0,30,0,5,1,1
163.txt,POP,0,0,0,3,1,1,0,1
163.txt,POPâ€™s,0,0,0,7,1,1,1,1
163.txt,appetizers,0,0,0,10,0,1,0,0
163.txt,goes,0,0,0,4,0,1,0,0
164.txt,Corazon,0,0,-2,7,1,1,0,1
164.txt,margaritas,0,0,0,10,0,1,0,0
164.txt,selection,0,0,-2,9,0,1,0,0
164.txt,Corazon,0,0,-2,7,1,1,0,1
164.txt,Corazon,1,0,-2,7,1,1,0,1
165.txt,Brendan's Camarillo,0,0,0,19,1,2,1,1
165.txt,Brendan's Camarillo,0,0,0,19,1,2,1,1
165.txt,directly shipped,0,0,0,16,0,2,0,0
165.txt,Brendanâ€™s Camarillo,0,-2,0,21,1,2,1,1
166.txt,ObicÃ ,0,0,0,6,1,1,1,1
166.txt,dishes,0,0,0,6,0,1,0,0
166.txt,ObicÃ ,0,0,0,6,1,1,1,1
166.txt,clean lines,0,0,-2,11,0,2,0,0
166.txt,ObicÃ ,1,0,0,6,1,1,1,1
167.txt,Upstairs 2,0,0,0,10,0,2,1,1
167.txt,Upstairs 2,1,0,0,10,0,2,1,1
167.txt,40 wines,0,0,-2,8,0,2,1,0
167.txt,Upstairs 2,0,0,0,10,0,2,1,1
168.txt,Chateau Marmont,1,0,-2,15,1,2,0,1
168.txt,place,0,0,0,5,0,1,0,0
168.txt,Chateau Marmont,0,0,-2,15,1,2,0,1
168.txt,even art,0,0,0,8,0,2,0,0
168.txt,Chateau Marmot,0,0,0,14,1,2,0,1
169.txt,Laurel Hardware,0,0,0,15,1,2,0,1
169.txt,Laurel hardware,0,-2,0,15,0,2,0,1
169.txt,why celebrities,1,0,0,15,0,2,0,0
169.txt,Laurel Hardware,0,0,0,15,1,2,0,1
169.txt,restaurant,0,-2,0,10,0,1,0,0
170.txt,Gjelina,0,0,-2,7,1,1,0,1
170.txt,considering,0,0,-2,11,0,1,0,0
170.txt,Gjelina,1,0,-2,7,1,1,0,1
170.txt,Gjelinaâ€™s,0,0,-2,11,1,1,1,1
170.txt,artisanal,0,0,0,9,0,1,0,0
171.txt,Farmshop,0,0,0,8,1,1,0,1
171.txt,boutiques,1,0,0,9,0,1,0,0
171.txt,Farmshop,1,0,0,8,1,1,0,1
171.txt,Farmshop,0,0,0,8,1,1,0,1
171.txt,muffins,0,0,-2,7,0,1,0,0
172.txt,Osteria Mozza,0,0,0,13,1,2,0,1
172.txt,Pizzeria Mozza,0,0,0,14,1,2,0,1
172.txt,visit,1,0,0,5,0,1,0,0
172.txt,Osteria Mozza,0,0,0,13,1,2,0,1
172.txt,Pizzeria Mozza,0,0,0,14,1,2,0,1
172.txt,Batali-quality,0,0,0,14,1,1,1,0
173.txt,The Little Door,1,0,0,15,1,3,0,1
173.txt,channeling,0,0,-2,10,0,1,0,0
173.txt,glamor,0,0,0,6,0,1,0,0
173.txt,The Little Door,0,0,0,15,1,3,0,1
173.txt,The Little Door,1,0,0,15,1,3,0,1
174.txt,celebrity,0,0,0,9,0,1,0,0
174.txt,Fig and Olive,1,0,0,13,0,3,0,1
174.txt,shareable,0,0,0,9,0,1,0,0
174.txt,Fig and Olive,0,-2,0,13,0,3,0,1
175.txt,Capo,0,0,0,4,1,1,0,1
175.txt,flickering,0,-2,-2,10,0,1,0,0
175.txt,brightly,0,0,0,8,0,1,0,0
175.txt,Capo,0,0,0,4,1,1,0,1
175.txt,Capo,0,-2,0,4,1,1,0,1
176.txt,Benihana,1,0,0,8,1,1,0,1
176.txt,preparing,0,0,-2,9,0,1,0,0
176.txt,Benihana,0,0,0,8,1,1,0,1
176.txt,restaurant,0,0,0,10,0,1,0,0
176.txt,Benihana,0,-2,0,8,1,1,0,1
177.txt,RÃ©publique,0,0,0,11,1,1,1,1
177.txt,transformed,1,0,0,11,0,1,0,0
177.txt,RÃ©publique,0,0,0,11,1,1,1,1
177.txt,history,0,0,0,7,0,1,0,0
177.txt,Republique,0,0,0,10,1,1,0,1
178.txt,Baranâ€™s 2239,0,0,0,14,0,2,1,1
178.txt,exceptional,0,0,-2,11,0,1,0,0
178.txt,every single,1,-2,-2,12,0,2,0,0
178.txt,Baranâ€™s 2239,0,0,0,14,0,2,1,1
178.txt,Baranâ€™s 2239,0,-2,0,14,0,2,1,1
179.txt,Pizzeria Mozza,0,0,0,14,1,2,0,1
179.txt,Pizzeria Mozza,0,0,0,14,1,2,0,1
179.txt,perfect,0,0,0,7,0,1,0,0
179.txt,night,1,0,0,5,0,1,0,0
179.txt,Pizzeria Mozza,0,0,0,14,1,2,0,1
