filename,instance,Positive Prewords,Negative Prewords,Contain Negative,len of char,All capatalized,len of words,including digit,labels
139.txt,\colortbl;\red255\green255\blue255;,0,0,0,35,0,1,1,1
139.txt,Villa Blanca\,0,0,0,13,1,2,1,1
139.txt,venue,0,0,0,5,0,1,0,0
139.txt,candlelit,0,0,0,9,0,1,0,0
139.txt,Villa Blanca\,0,0,0,13,1,2,1,1
139.txt,Villa Blanca\,0,0,0,13,1,2,1,1
139.txt,sexy,0,0,0,4,0,1,0,0
139.txt,romantic,0,0,0,8,0,1,0,0
106.txt,Mar Vista,0,0,0,9,1,2,0,1
106.txt,Mar Vista,0,0,0,9,1,2,0,1
106.txt,Mar Vistenos,0,0,0,12,1,2,0,0
106.txt,Mar Vista,0,0,0,9,1,2,0,1
99.txt,L.A.'s,0,-2,-2,6,1,1,1,0
99.txt,Lalibela,1,0,0,8,1,1,0,1
99.txt,Lalibela,0,0,0,8,1,1,0,1
99.txt,poached chicken,0,0,0,15,0,2,0,0
99.txt,Lalibela,0,0,0,8,1,1,0,1
101.txt,L.A,1,0,0,3,1,1,1,0
101.txt,Officine Brera,0,0,-2,14,1,2,0,1
101.txt,INSIDE DISH,0,0,0,11,1,2,0,0
101.txt,February,0,-2,0,8,1,1,0,0
197.txt,Otium,0,0,0,5,1,1,0,1
197.txt,Otium,0,0,0,5,1,1,0,1
197.txt,adjacent,0,-2,0,8,0,1,0,0
197.txt,restaurant,0,0,0,10,0,1,0,0
197.txt,Otium,0,0,0,5,1,1,0,1
142.txt,Tavern,0,0,0,6,1,1,0,1
142.txt,restaurant,0,0,0,10,0,1,0,0
142.txt,Tavern,0,0,0,6,1,1,0,1
142.txt,features casual,1,0,0,15,0,2,0,0
142.txt,Tavern,0,0,0,6,1,1,0,1
47.txt,Koreatown,0,-2,0,9,1,1,0,0
47.txt,people,0,0,0,6,0,1,0,0
47.txt,Kang Ho Baekjeong,0,0,-2,17,1,3,0,1
47.txt,Denny¡¯s,0,0,0,8,1,1,1,1
47.txt,hamachi,0,0,0,7,0,1,0,0
47.txt,Wiltern,0,0,0,7,1,1,0,1
52.txt,Destroyer,0,0,0,9,1,1,0,1
52.txt,cafe,0,0,0,4,0,1,0,0
52.txt,nuclear arsenal,0,0,0,15,0,2,0,0
52.txt,modern and interesting,0,0,-2,22,0,3,0,0
198.txt,Cleo,0,0,0,4,1,1,0,1
198.txt,the epicenter,1,0,0,13,0,2,0,0
198.txt,creating,0,0,-2,8,0,1,0,0
198.txt,Cleo,0,0,0,4,1,1,0,1
198.txt,Cleo,1,0,0,4,1,1,0,1
135.txt,A Food Affair,0,0,0,13,1,3,0,1
135.txt,dish,0,0,0,4,0,1,0,0
135.txt,A Food Affair,0,-2,0,13,1,3,0,1
135.txt,A Food Affair,0,0,0,13,1,3,0,1
132.txt,Yup dduk La,0,0,0,11,0,3,0,1
132.txt,Yup Dduk La,0,-2,0,11,1,3,0,1
132.txt,goodies,0,0,0,7,0,1,0,0
132.txt,Yup Dduk La,0,0,0,11,1,3,0,1
110.txt,Highland Park,0,-2,0,13,1,2,0,0
110.txt,Cafe Birdie,0,-2,0,11,1,2,0,1
110.txt,Cafe Birdie,0,0,0,11,1,2,0,1
110.txt,Cafe Birdie,0,-2,0,11,1,2,0,1
70.txt,Marcel Vigneron,0,-2,-2,15,1,2,0,0
70.txt,Wolf,0,0,0,4,1,1,0,1
70.txt,Spring of 2016,0,0,-2,14,0,3,1,0
70.txt,Wolf,1,0,0,4,1,1,0,1
70.txt,miso black cod,0,0,0,14,0,3,0,0
109.txt,Destroyer,0,0,0,9,1,1,0,1
109.txt,Destroyer,0,0,0,9,1,1,0,1
109.txt,Destroyer,0,0,0,9,1,1,0,1
171.txt,Farmshop,0,0,0,8,1,1,0,1
171.txt,boutiques,1,0,0,9,0,1,0,0
171.txt,Farmshop,1,0,0,8,1,1,0,1
171.txt,Farmshop,0,0,0,8,1,1,0,1
171.txt,muffins,0,0,-2,7,0,1,0,0
45.txt,good restaurants,0,0,0,16,0,2,0,0
45.txt,La Brea,0,0,0,7,1,2,0,1
45.txt,Wilshire,0,0,0,8,1,1,0,1
45.txt,never-ending,0,0,-2,12,0,1,1,0
45.txt,Commerson,0,0,-2,9,1,1,0,1
45.txt,seafood-based restaurant,0,0,0,24,0,2,1,0
130.txt,incredibly,0,0,-2,10,0,1,0,0
130.txt,handmade,0,0,0,8,0,1,0,0
130.txt,Bestia,0,-2,0,6,1,1,0,1
130.txt,Bestia,0,0,0,6,1,1,0,1
130.txt,Bestia,0,0,0,6,1,1,0,1
32.txt,Iron Chef Morimoto's,0,0,-2,20,1,3,1,1
32.txt,Morimoto's,0,0,0,10,1,1,1,1
32.txt,rice,0,0,0,4,0,1,0,0
32.txt,extremely,0,0,0,9,0,1,0,0
32.txt,McDonalds,1,-2,-2,9,1,1,0,1
190.txt,Ca' Del Sole,1,0,0,12,1,3,1,1
190.txt,Caâ€™ Del Sole,1,0,0,14,1,3,1,1
190.txt,have,0,0,0,4,0,1,0,0
190.txt,exceptional,0,-2,-2,11,0,1,0,0
190.txt,Caâ€™ Del Sole,0,0,0,14,1,3,1,1
162.txt,ObicÃ ,0,0,0,6,1,1,1,1
162.txt,from artisan,0,0,-2,12,0,2,0,0
162.txt,ObicÃ ,0,0,0,6,1,1,1,1
162.txt,uncompromisingly,0,0,-2,16,0,1,0,0
162.txt,ObicÃ ,1,0,0,6,1,1,1,1
29.txt,Honeybird,0,0,-2,9,1,1,0,1
29.txt,fried chicken,1,0,0,13,0,2,0,0
29.txt,Honeybird¡¯s,0,0,-2,12,1,1,1,1
29.txt,The slightly,0,0,0,12,0,2,0,0
43.txt,Mar Vista,0,0,0,9,1,2,0,1
43.txt,The Mar Vista,0,0,0,13,1,3,0,1
43.txt,fontina bacon crab,0,0,-2,18,0,3,0,0
43.txt,brussels sprouts,0,0,0,16,0,2,0,0
144.txt,Katsuya Glendale,0,0,0,16,1,2,0,1
144.txt,cuisine experience,0,0,-2,18,0,2,0,0
144.txt,senses,0,0,0,6,0,1,0,0
144.txt,Katsuya Glendale,1,0,0,16,1,2,0,1
94.txt,Here's Looking at You,0,0,-2,21,0,4,1,1
94.txt,compelling places,0,0,-2,17,0,2,0,0
94.txt,in Koreatown,1,0,-2,12,0,2,0,0
94.txt,Animal,0,0,0,6,1,1,0,1
94.txt,Animal,1,0,0,6,1,1,0,1
94.txt,Here's Looking at You,0,0,-2,21,0,4,1,1
94.txt,Ca?a Rum Bar,0,0,0,12,1,3,1,1
94.txt,Animal,1,0,0,6,1,1,0,1
94.txt,Animal's,0,0,0,8,1,1,1,1
94.txt,Animal,1,0,0,6,1,1,0,1
94.txt,Here's Looking at You,0,0,-2,21,0,4,1,1
33.txt,Domino's,0,0,-2,8,1,1,1,1
33.txt,Los Angeles,0,-2,-2,11,1,2,0,0
33.txt,in Monrovia,0,0,-2,11,0,2,0,0
33.txt,Domino's,0,0,-2,8,1,1,1,1
33.txt,pizza hut,0,0,0,9,0,2,0,0
21.txt,Gwen,1,0,0,4,1,1,0,1
21.txt,West Hollywood,0,-2,0,14,1,2,0,0
21.txt,L.A.¡¯s,0,0,-2,7,1,1,1,0
21.txt,2016,0,-2,0,4,0,1,1,0
21.txt,Curtis Stone,0,-2,-2,12,1,2,0,0
21.txt,Gwen,0,0,0,4,1,1,0,1
21.txt,Gwen,1,0,0,4,1,1,0,1
21.txt,Gwen,0,0,0,4,1,1,0,1
42.txt,Pasadena,1,0,0,8,1,1,0,1
42.txt,The modern,0,0,0,10,0,2,0,0
42.txt,Maestro,0,0,0,7,1,1,0,1
42.txt,porky cousins,0,0,-2,13,0,2,0,0
150.txt,Taste at the Palisades,0,0,0,22,0,4,0,1
150.txt,stones throw,0,0,-2,12,0,2,0,0
150.txt,comfort cuisine,0,0,-2,15,0,2,0,0
150.txt,Taste at the Palisades,0,0,0,22,0,4,0,1
150.txt,Taste at the Palisades,0,0,0,22,0,4,0,1
93.txt,recent project,0,0,0,14,0,2,0,0
93.txt,Red Medicine,0,0,-2,12,1,2,0,1
93.txt,Red Medicine,0,0,-2,12,1,2,0,1
93.txt,Destroyer,0,0,0,9,1,1,0,1
93.txt,Red Medicine,0,0,-2,12,1,2,0,1
93.txt,Destroyer,0,-2,0,9,1,1,0,1
93.txt,Cauliflower,0,0,0,11,1,1,0,0
10.txt,David Schlosser,0,-2,0,15,1,2,0,0
10.txt,Shibumi,1,0,0,7,1,1,0,1
10.txt,Shibumi,0,0,0,7,1,1,0,1
10.txt,Shibumi,0,0,0,7,1,1,0,1
10.txt,Grilled pork,0,0,0,12,0,2,0,0
10.txt,Shibumi,0,0,0,7,1,1,0,1
84.txt,Antonia Lofaso's,0,-2,-2,16,1,2,1,0
84.txt,Studio City,0,-2,0,11,1,2,0,1
84.txt,burgeoning dining,0,0,-2,17,0,2,0,0
84.txt,Black Market,0,0,0,12,1,2,0,1
72.txt,Salazar,0,0,0,7,1,1,0,1
72.txt,Mexican mesquite,1,0,0,16,0,2,0,0
72.txt,Esdras Ochoa,0,-2,0,12,1,2,0,0
72.txt,Brandi Boles,0,-2,0,12,1,2,0,0
72.txt,classic Mexican,0,-2,0,15,0,2,0,0
72.txt,Salazar,1,0,0,7,1,1,0,1
196.txt,Serafina,0,0,-2,8,1,1,0,1
196.txt,Serafina,0,0,-2,8,1,1,0,1
196.txt,between,0,-2,0,7,0,1,0,0
196.txt,flavor,0,0,0,6,0,1,0,0
196.txt,Serafina,0,0,-2,8,1,1,0,1
196.txt,Serafina,0,0,-2,8,1,1,0,1
196.txt,Serafinaâ€™s,0,-2,-2,12,1,1,1,1
49.txt,Tatsu on Melrose,1,0,-2,16,0,3,0,1
49.txt,with zero wait time,0,0,0,19,0,4,0,0
49.txt,EAK,0,0,0,3,1,1,0,1
49.txt,EAK,0,0,0,3,1,1,0,1
49.txt,means,0,0,0,5,0,1,0,0
49.txt,the gyoza,0,0,0,9,0,2,0,0
119.txt,Catch,0,0,0,5,1,1,0,1
119.txt,become,0,0,0,6,0,1,0,0
119.txt,past,0,0,0,4,0,1,0,0
119.txt,paparazzi,0,0,0,9,0,1,0,0
119.txt,The truffle sashimi,0,0,0,19,0,3,0,1
119.txt,Catchâ€™s,0,0,0,9,1,1,1,1
119.txt,Catch,0,0,0,5,1,1,0,1
75.txt,West LA,0,0,-2,7,1,2,0,0
75.txt,Pantry's Pizza,0,0,0,14,1,2,1,1
75.txt,Pantry's Pizza,0,0,0,14,1,2,1,1
75.txt,nightmare,0,0,0,9,0,1,0,0
80.txt,Gwen,1,0,0,4,1,1,0,1
80.txt,West Hollywood,0,-2,0,14,1,2,0,0
80.txt,L.A.¡¯s,0,0,-2,7,1,1,1,0
80.txt,2016,0,-2,0,4,0,1,1,0
80.txt,Curtis Stone,0,-2,-2,12,1,2,0,0
80.txt,Gwen,0,0,0,4,1,1,0,1
80.txt,Gwen,1,0,0,4,1,1,0,1
80.txt,Gwen,0,0,0,4,1,1,0,1
90.txt,Jun Won,0,-2,-2,7,1,2,0,1
90.txt,Koreatown,0,-2,0,9,1,1,0,0
90.txt,Szechuan Impression,0,0,-2,19,1,2,0,1
90.txt,Chengdu Taste's hegemony,0,0,-2,24,0,3,1,0
90.txt,Chi Spacca,0,0,0,10,1,2,0,1
90.txt,Salazar,0,-2,0,7,1,1,0,1
90.txt,Black Market Liquor Bar,0,0,0,23,1,4,0,1
90.txt,brick & mortar,0,-2,0,14,0,3,1,0
113.txt,Taco MarÃ­a,0,0,0,11,1,2,1,1
113.txt,descended,0,0,0,9,0,1,0,0
113.txt,Taco MarÃ­a,0,-2,0,11,1,2,1,1
113.txt,Taco MarÃ­a,0,0,0,11,1,2,1,1
113.txt,restaurant,0,0,0,10,0,1,0,0
152.txt,Red O,1,0,0,5,1,2,0,1
152.txt,signature Mexican,0,0,0,17,0,2,0,0
152.txt,Red O,0,-2,0,5,1,2,0,1
152.txt,Red Oâ€™s,0,0,0,9,1,2,1,1
152.txt,luxury,0,0,0,6,0,1,0,0
152.txt,Red O,0,0,0,5,1,2,0,1
